Process_ID,Interval,Layer,Sv_mean,Good_samples,Samples_In_Domain
21,7,12,-67.296240,1,1
21,7,13,-81.974180,1,1
21,7,14,-76.316579,1,1
21,8,4,-71.897055,1,1
21,8,5,-73.554325,1,1
21,8,6,-77.184204,1,1
21,8,7,-86.473898,1,1
21,8,8,-86.452677,1,1
21,8,9,-90.743401,1,1
21,8,10,-89.117550,1,1
21,8,11,-88.553493,1,1
21,8,12,-86.255416,1,1
21,8,13,-74.914839,1,1
21,8,14,-75.710963,1,1
21,9,4,-71.969274,1,1
21,9,5,-72.419054,1,1
21,9,6,-77.201663,1,1
21,9,7,-87.505263,1,1
21,9,8,-86.155568,1,1
21,9,9,-88.983247,1,1
21,9,10,-88.805565,1,1
21,9,13,-84.277597,1,1
21,9,14,-62.203172,1,1
21,10,4,-70.166443,1,1
21,10,5,-69.360749,1,1
21,10,6,-78.674268,1,1
21,10,7,-83.339783,1,1
21,10,8,-86.472971,1,1
21,10,9,-88.813695,1,1
21,10,10,-89.580186,1,1
21,10,14,-61.197625,1,1
21,11,4,-68.780915,1,1
21,11,5,-67.809049,1,1
21,11,6,-78.733563,1,1
21,11,7,-84.113933,1,1
21,11,8,-88.830632,1,1
21,11,9,-89.473884,1,1
21,11,10,-88.637674,1,1
21,11,11,-87.558051,1,1
21,11,12,-86.996052,1,1
21,11,13,-83.477972,1,1
21,11,14,-71.952624,1,1
21,12,4,-68.691435,1,1
21,12,5,-66.515745,1,1
21,12,6,-78.397519,1,1
21,12,7,-83.955674,1,1
21,12,8,-82.075912,1,1
21,12,9,-90.093115,1,1
21,12,10,-88.427873,1,1
21,12,11,-88.410031,1,1
21,12,13,-85.278025,1,1
21,12,14,-71.678025,1,1
21,13,4,-68.967883,1,1
21,13,5,-63.822987,1,1
21,13,6,-77.632649,1,1
21,13,7,-85.482806,1,1
21,13,8,-89.527346,1,1
21,13,9,-89.243321,1,1
21,13,10,-89.300913,1,1
21,13,11,-84.714860,1,1
21,13,13,-84.457674,1,1
21,13,14,-61.041299,1,1
21,14,4,-67.834944,1,1
21,14,5,-65.194754,1,1
21,14,6,-75.539645,1,1
21,14,7,-85.722859,1,1
21,14,8,-89.405647,1,1
21,14,9,-78.214681,1,1
21,14,10,-89.457255,1,1
21,14,11,-88.458312,1,1
21,14,13,-71.528454,1,1
21,14,14,-56.754883,1,1
21,15,4,-69.410219,1,1
21,15,5,-66.624153,1,1
21,15,6,-76.795687,1,1
21,15,7,-85.386022,1,1
21,15,8,-86.015608,1,1
21,15,9,-87.795041,1,1
21,15,10,-89.705535,1,1
21,15,13,-75.860068,1,1
21,15,14,-56.774459,1,1
21,16,4,-67.616054,1,1
21,16,5,-65.779730,1,1
21,16,6,-76.536960,1,1
21,16,7,-85.330021,1,1
21,16,8,-84.609162,1,1
21,16,9,-88.712355,1,1
21,16,10,-89.780017,1,1
21,16,13,-85.026494,1,1
21,16,14,-60.429227,1,1
21,17,4,-67.237880,1,1
21,17,5,-68.359912,1,1
21,17,6,-78.467674,1,1
21,17,7,-86.379169,1,1
21,17,8,-85.600564,1,1
21,17,9,-88.608202,1,1
21,17,10,-88.523127,1,1
21,17,11,-88.242875,1,1
21,17,14,-62.133494,1,1
21,18,4,-69.256875,1,1
21,18,5,-67.220904,1,1
21,18,6,-76.631454,1,1
21,18,7,-88.063024,1,1
21,18,8,-60.581251,1,1
21,18,9,-89.403769,1,1
21,18,10,-88.599099,1,1
21,18,13,-84.361093,1,1
21,18,14,-59.295790,1,1
21,19,4,-69.332973,1,1
21,19,5,-69.042642,1,1
21,19,6,-74.107775,1,1
21,19,7,-87.023784,1,1
21,19,8,-81.742601,1,1
21,19,9,-88.854179,1,1
21,19,10,-86.622988,1,1
21,19,13,-85.487037,1,1
21,19,14,-68.277481,1,1
21,20,4,-68.371700,1,1
21,20,5,-71.470429,1,1
21,20,6,-77.571964,1,1
21,20,7,-85.217893,1,1
21,20,8,-83.804751,1,1
21,20,9,-88.414196,1,1
21,20,10,-88.311638,1,1
21,20,11,-88.615217,1,1
21,20,13,-86.008952,1,1
21,20,14,-61.847490,1,1
21,21,4,-67.711755,1,1
21,21,5,-71.165155,1,1
21,21,6,-78.689271,1,1
21,21,7,-78.196722,1,1
21,21,8,-87.936887,1,1
21,21,9,-73.015922,1,1
21,21,10,-88.691675,1,1
21,21,11,-88.536523,1,1
21,21,13,-85.221679,1,1
21,21,14,-71.742378,1,1
21,22,4,-68.837806,1,1
21,22,5,-70.551383,1,1
21,22,6,-82.010715,1,1
21,22,7,-84.374179,1,1
21,22,8,-85.081569,1,1
21,22,9,-88.273239,1,1
21,22,10,-85.764045,1,1
21,22,13,-85.821805,1,1
21,22,14,-72.014678,1,1
21,23,4,-70.066552,1,1
21,23,5,-71.141291,1,1
21,23,6,-80.173933,1,1
21,23,7,-87.548406,1,1
21,23,8,-88.269216,1,1
21,23,9,-88.930533,1,1
21,23,10,-70.325488,1,1
21,23,11,-88.404114,1,1
21,23,13,-83.002206,1,1
21,23,14,-75.244440,1,1
21,24,4,-68.934742,1,1
21,24,5,-66.507756,1,1
21,24,6,-81.957243,1,1
21,24,7,-81.525499,1,1
21,24,8,-84.507944,1,1
21,24,9,-88.625349,1,1
21,24,10,-81.174342,1,1
21,24,12,-85.783096,1,1
21,24,13,-78.362569,1,1
21,24,14,-74.396158,1,1
21,25,4,-68.902278,1,1
21,25,5,-67.974745,1,1
21,25,6,-80.748364,1,1
21,25,7,-74.597644,1,1
21,25,8,-84.529678,1,1
21,25,9,-88.921960,1,1
21,25,10,-88.010076,1,1
21,25,11,-88.545426,1,1
21,25,13,-84.330005,1,1
21,25,14,-64.517812,1,1
21,26,4,-67.582304,1,1
21,26,5,-70.128533,1,1
21,26,6,-78.862390,1,1
21,26,7,-85.401062,1,1
21,26,8,-84.650777,1,1
21,26,9,-88.294897,1,1
21,26,10,-89.359365,1,1
21,26,11,-88.516023,1,1
21,26,13,-84.948453,1,1
21,26,14,-60.692997,1,1
21,27,4,-67.163203,1,1
21,27,5,-69.345273,1,1
21,27,6,-79.707835,1,1
21,27,7,-85.747594,1,1
21,27,8,-81.497745,1,1
21,27,9,-89.064712,1,1
21,27,10,-86.553936,1,1
21,27,11,-87.183542,1,1
21,27,12,-77.576295,1,1
21,27,13,-83.244904,1,1
21,27,14,-65.468700,1,1
21,28,4,-68.483606,1,1
21,28,5,-66.672776,1,1
21,28,6,-79.933373,1,1
21,28,7,-84.140063,1,1
21,28,8,-86.580515,1,1
21,28,9,-87.332001,1,1
21,28,10,-89.209939,1,1
21,28,13,-85.090681,1,1
21,28,14,-67.844294,1,1
21,29,4,-67.331241,1,1
21,29,5,-68.577499,1,1
21,29,6,-74.917032,1,1
21,29,7,-85.683420,1,1
21,29,8,-88.270046,1,1
21,29,9,-88.488152,1,1
21,29,10,-84.749318,1,1
21,29,11,-81.358294,1,1
21,29,13,-82.746179,1,1
21,29,14,-69.743117,1,1
21,30,4,-67.488647,1,1
21,30,5,-66.235230,1,1
21,30,6,-72.503771,1,1
21,30,7,-78.203652,1,1
21,30,8,-85.064411,1,1
21,30,9,-89.264771,1,1
21,30,10,-89.354575,1,1
21,30,13,-83.962170,1,1
21,30,14,-72.393923,1,1
21,31,4,-67.264623,1,1
21,31,5,-65.308892,1,1
21,31,6,-74.640394,1,1
21,31,7,-82.745202,1,1
21,31,8,-85.498278,1,1
21,31,9,-88.849624,1,1
21,31,10,-89.696268,1,1
21,31,13,-82.414145,1,1
21,31,14,-59.048791,1,1
21,32,4,-68.171490,1,1
21,32,5,-64.492003,1,1
21,32,6,-74.320427,1,1
21,32,7,-84.280844,1,1
21,32,8,-86.721342,1,1
21,32,9,-88.618883,1,1
21,32,10,-88.561652,1,1
21,32,13,-83.791391,1,1
21,32,14,-81.782806,1,1
21,33,4,-67.437689,1,1
21,33,5,-67.657411,1,1
21,33,6,-74.551088,1,1
21,33,7,-82.368084,1,1
21,33,8,-87.622961,1,1
21,33,9,-86.380210,1,1
21,33,10,-88.532674,1,1
21,33,11,-88.459278,1,1
21,33,13,-84.671106,1,1
21,33,14,-80.830543,1,1
21,34,4,-69.967362,1,1
21,34,5,-66.445118,1,1
21,34,6,-74.579221,1,1
21,34,7,-83.427022,1,1
21,34,8,-87.652584,1,1
21,34,9,-88.631743,1,1
21,34,10,-89.116634,1,1
21,34,13,-83.739108,1,1
21,34,14,-60.858484,1,1
21,35,4,-70.118882,1,1
21,35,5,-68.055391,1,1
21,35,6,-76.485489,1,1
21,35,7,-81.225911,1,1
21,35,8,-87.349482,1,1
21,35,9,-89.061215,1,1
21,35,10,-88.190984,1,1
21,35,13,-84.618244,1,1
21,35,14,-63.999605,1,1
21,36,4,-72.054831,1,1
21,36,5,-70.519957,1,1
21,36,6,-77.146996,1,1
21,36,7,-86.901191,1,1
21,36,8,-87.029399,1,1
21,36,9,-88.835499,1,1
21,36,10,-64.788777,1,1
21,36,11,-75.825179,1,1
21,36,13,-82.434216,1,1
21,36,14,-70.889172,1,1
21,37,4,-69.627604,1,1
21,37,5,-68.680756,1,1
21,37,6,-75.938396,1,1
21,37,7,-83.485295,1,1
21,37,8,-87.741859,1,1
21,37,9,-88.804818,1,1
21,37,10,-88.674530,1,1
21,37,11,-84.097049,1,1
21,37,13,-83.634603,1,1
21,37,14,-79.132449,1,1
21,38,4,-72.063964,1,1
21,38,5,-67.772253,1,1
21,38,6,-75.863581,1,1
21,38,7,-85.297791,1,1
21,38,8,-85.495877,1,1
21,38,9,-84.304233,1,1
21,38,10,-89.804404,1,1
21,38,11,-87.594321,1,1
21,38,13,-83.993445,1,1
21,38,14,-76.430778,1,1
21,39,4,-73.273256,1,1
21,39,5,-70.582092,1,1
21,39,6,-74.159806,1,1
21,39,7,-85.604715,1,1
21,39,8,-86.656499,1,1
21,39,9,-86.758790,1,1
21,39,10,-89.527203,1,1
21,39,11,-69.656860,1,1
21,39,13,-83.447648,1,1
21,39,14,-81.382700,1,1
21,40,4,-71.031729,1,1
21,40,5,-70.812955,1,1
21,40,6,-77.811733,1,1
21,40,7,-84.955981,1,1
21,40,8,-88.211173,1,1
21,40,9,-86.967029,1,1
21,40,10,-88.827574,1,1
21,40,11,-88.218960,1,1
21,40,12,-87.311457,1,1
21,40,13,-84.056209,1,1
21,40,14,-74.607237,1,1
21,41,4,-71.945624,1,1
21,41,5,-70.978224,1,1
21,41,6,-74.999114,1,1
21,41,7,-83.872796,1,1
21,41,8,-87.467594,1,1
21,41,9,-85.718440,1,1
21,41,10,-89.183197,1,1
21,41,11,-88.230792,1,1
21,41,13,-83.466671,1,1
21,41,14,-71.840493,1,1
21,42,4,-70.215956,1,1
21,42,5,-69.779808,1,1
21,42,6,-74.646952,1,1
21,42,7,-83.555439,1,1
21,42,8,-87.529951,1,1
21,42,9,-86.791051,1,1
21,42,10,-69.945385,1,1
21,42,12,-86.673131,1,1
21,42,13,-82.378225,1,1
21,42,14,-81.265791,1,1
21,43,4,-71.265185,1,1
21,43,5,-70.048662,1,1
21,43,6,-74.638963,1,1
21,43,7,-85.375452,1,1
21,43,8,-87.151125,1,1
21,43,9,-87.018652,1,1
21,43,10,-88.544922,1,1
21,43,13,-78.854905,1,1
21,43,14,-75.318170,1,1
21,44,4,-71.943863,1,1
21,44,5,-71.277828,1,1
21,44,6,-75.775614,1,1
21,44,7,-84.880888,1,1
21,44,8,-89.839381,1,1
21,44,9,-88.773917,1,1
21,44,10,-78.679835,1,1
21,44,11,-85.069220,1,1
21,44,12,-78.667445,1,1
21,44,13,-82.596127,1,1
21,44,14,-73.357953,1,1
21,45,4,-68.375845,1,1
21,45,5,-71.339979,1,1
21,45,6,-72.057678,1,1
21,45,7,-83.932229,1,1
21,45,8,-83.890558,1,1
21,45,9,-86.402810,1,1
21,45,10,-88.827588,1,1
21,45,11,-87.423408,1,1
21,45,12,-86.857251,1,1
21,45,13,-80.063111,1,1
21,45,14,-57.652317,1,1
21,46,4,-69.461548,1,1
21,46,5,-68.708845,1,1
21,46,6,-74.275548,1,1
21,46,7,-81.795934,1,1
21,46,8,-89.920034,1,1
21,46,9,-87.466868,1,1
21,46,10,-87.614751,1,1
21,46,11,-87.672469,1,1
21,46,12,-86.222522,1,1
21,46,13,-78.820819,1,1
21,46,14,-74.169424,1,1
21,47,4,-68.763616,1,1
21,47,5,-71.017572,1,1
21,47,6,-75.564119,1,1
21,47,7,-85.231017,1,1
21,47,8,-89.146621,1,1
21,47,9,-85.325107,1,1
21,47,10,-89.264683,1,1
21,47,11,-84.036583,1,1
21,47,12,-85.846736,1,1
21,47,13,-82.251810,1,1
21,47,14,-58.253107,1,1
21,48,4,-69.017437,1,1
21,48,5,-70.238711,1,1
21,48,6,-77.280189,1,1
21,48,7,-84.368265,1,1
21,48,8,-89.574403,1,1
21,48,9,-87.527540,1,1
21,48,10,-89.178010,1,1
21,48,11,-70.781028,1,1
21,48,13,-81.837579,1,1
21,48,14,-84.348009,1,1
21,49,4,-69.657057,1,1
21,49,5,-71.642672,1,1
21,49,6,-75.315626,1,1
21,49,7,-83.858758,1,1
21,49,8,-89.561959,1,1
21,49,9,-88.219760,1,1
21,49,10,-88.546821,1,1
21,49,11,-87.435337,1,1
21,49,12,-86.285477,1,1
21,49,13,-81.489312,1,1
21,49,14,-60.810452,1,1
21,50,4,-71.245203,1,1
21,50,5,-69.758015,1,1
21,50,6,-75.200461,1,1
21,50,7,-84.369663,1,1
21,50,8,-89.227718,1,1
21,50,9,-62.721723,1,1
21,50,10,-88.831298,1,1
21,50,11,-88.224096,1,1
21,50,12,-86.414716,1,1
21,50,13,-80.828456,1,1
21,50,14,-70.484077,1,1
21,51,4,-69.805402,1,1
21,51,5,-72.931975,1,1
21,51,6,-73.675697,1,1
21,51,7,-85.387639,1,1
21,51,8,-88.887559,1,1
21,51,9,-87.556948,1,1
21,51,10,-89.101229,1,1
21,51,11,-88.626563,1,1
21,51,12,-85.896514,1,1
21,51,13,-82.253150,1,1
21,51,14,-84.002724,1,1
21,52,4,-70.791771,1,1
21,52,5,-72.770295,1,1
21,52,6,-74.357045,1,1
21,52,7,-81.680188,1,1
21,52,8,-89.424102,1,1
21,52,9,-65.632502,1,1
21,52,10,-88.822155,1,1
21,52,11,-87.598051,1,1
21,52,12,-87.337065,1,1
21,52,13,-83.269860,1,1
21,52,14,-84.869726,1,1
21,53,4,-71.042092,1,1
21,53,5,-71.129007,1,1
21,53,6,-74.606670,1,1
21,53,7,-83.620525,1,1
21,53,8,-87.819848,1,1
21,53,9,-88.479107,1,1
21,53,10,-89.382273,1,1
21,53,11,-87.401424,1,1
21,53,12,-87.378089,1,1
21,53,13,-82.912088,1,1
21,53,14,-72.768682,1,1
21,54,4,-70.449800,1,1
21,54,5,-69.648085,1,1
21,54,6,-75.819794,1,1
21,54,7,-81.876391,1,1
21,54,8,-86.436869,1,1
21,54,9,-88.282280,1,1
21,54,10,-78.314845,1,1
21,54,11,-88.282155,1,1
21,54,12,-87.145464,1,1
21,54,13,-84.023874,1,1
21,54,14,-60.103456,1,1
21,55,4,-67.430141,1,1
21,55,5,-74.129170,1,1
21,55,6,-74.438443,1,1
21,55,7,-75.158641,1,1
21,55,8,-87.000905,1,1
21,55,9,-66.135828,1,1
21,55,10,-88.966683,1,1
21,55,11,-87.689768,1,1
21,55,12,-87.320317,1,1
21,55,13,-83.004488,1,1
21,55,14,-75.179862,1,1
21,56,4,-71.465881,1,1
21,56,5,-73.187328,1,1
21,56,6,-73.214307,1,1
21,56,7,-83.928457,1,1
21,56,8,-89.893963,1,1
21,56,9,-88.925141,1,1
21,56,10,-59.544915,1,1
21,56,11,-88.525632,1,1
21,56,13,-84.288812,1,1
21,56,14,-68.065100,1,1
21,57,4,-69.794117,1,1
21,57,5,-71.689883,1,1
21,57,6,-73.681547,1,1
21,57,7,-82.814849,1,1
21,57,8,-89.146962,1,1
21,57,9,-85.595545,1,1
21,57,10,-90.077279,1,1
21,57,11,-87.385873,1,1
21,57,12,-86.834649,1,1
21,57,13,-84.969181,1,1
21,57,14,-62.628741,1,1
21,58,4,-67.478001,1,1
21,58,5,-72.193133,1,1
21,58,6,-77.125226,1,1
21,58,7,-79.768984,1,1
21,58,8,-89.081381,1,1
21,58,9,-89.698998,1,1
21,58,10,-89.833662,1,1
21,58,13,-84.931355,1,1
21,58,14,-58.699300,1,1
21,59,4,-69.235262,1,1
21,59,5,-74.243006,1,1
21,59,6,-74.926998,1,1
21,59,7,-83.018551,1,1
21,59,8,-88.889593,1,1
21,59,9,-89.814603,1,1
21,59,10,-77.853709,1,1
21,59,11,-88.190637,1,1
21,59,12,-87.018349,1,1
21,59,13,-84.138199,1,1
21,59,14,-58.637906,1,1
21,60,4,-69.208667,1,1
21,60,5,-73.033909,1,1
21,60,6,-77.894203,1,1
21,60,7,-82.343054,1,1
21,60,8,-88.613654,1,1
21,60,9,-75.152306,1,1
21,60,10,-88.829014,1,1
21,60,11,-87.624974,1,1
21,60,13,-84.941083,1,1
21,60,14,-67.992789,1,1
21,61,4,-71.223707,1,1
21,61,5,-72.122093,1,1
21,61,6,-75.691301,1,1
21,61,7,-82.043107,1,1
21,61,8,-87.172575,1,1
21,61,9,-89.503283,1,1
21,61,10,-87.775711,1,1
21,61,11,-77.528240,1,1
21,61,13,-83.681863,1,1
21,61,14,-59.232799,1,1
21,62,4,-72.879006,1,1
21,62,5,-70.679067,1,1
21,62,6,-76.459369,1,1
21,62,7,-83.589724,1,1
21,62,8,-88.818374,1,1
21,62,9,-88.078671,1,1
21,62,10,-89.359479,1,1
21,62,11,-87.345867,1,1
21,62,12,-86.315499,1,1
21,62,13,-81.106940,1,1
21,62,14,-61.963379,1,1
21,63,4,-70.641368,1,1
21,63,5,-70.878259,1,1
21,63,6,-75.005780,1,1
21,63,7,-81.378494,1,1
21,63,8,-87.545068,1,1
21,63,9,-78.938398,1,1
21,63,10,-88.942531,1,1
21,63,11,-88.863774,1,1
21,63,13,-68.520282,1,1
21,63,14,-63.163428,1,1
21,64,4,-73.979969,1,1
21,64,5,-74.233308,1,1
21,64,6,-77.035500,1,1
21,64,7,-84.731001,1,1
21,64,8,-87.993180,1,1
21,64,9,-88.771524,1,1
21,64,10,-75.854075,1,1
21,64,11,-87.895242,1,1
21,64,13,-62.248490,1,1
21,64,14,-63.072615,1,1
21,65,4,-69.773265,1,1
21,65,5,-74.867799,1,1
21,65,6,-76.414889,1,1
21,65,7,-80.741902,1,1
21,65,8,-87.322546,1,1
21,65,9,-88.939352,1,1
21,65,10,-88.297386,1,1
21,65,11,-69.712434,1,1
21,65,13,-64.112964,1,1
21,65,14,-62.559095,1,1
21,66,4,-70.708343,1,1
21,66,5,-72.053378,1,1
21,66,6,-76.084895,1,1
21,66,7,-81.415973,1,1
21,66,8,-88.420743,1,1
21,66,9,-88.881246,1,1
21,66,10,-88.178061,1,1
21,66,11,-87.517084,1,1
21,66,12,-84.226624,1,1
21,66,13,-68.202712,1,1
21,66,14,-62.454708,1,1
21,67,4,-72.255148,1,1
21,67,5,-71.073231,1,1
21,67,6,-76.420613,1,1
21,67,7,-82.961808,1,1
21,67,8,-88.911627,1,1
21,67,9,-89.376917,1,1
21,67,10,-87.935744,1,1
21,67,13,-75.755014,1,1
21,67,14,-60.427954,1,1
21,68,4,-69.735423,1,1
21,68,5,-71.312619,1,1
21,68,6,-77.012874,1,1
21,68,7,-82.480987,1,1
21,68,8,-88.493726,1,1
21,68,9,-88.636544,1,1
21,68,10,-88.687769,1,1
21,68,11,-88.187995,1,1
21,68,13,-73.088379,1,1
21,68,14,-60.854415,1,1
21,69,4,-72.099240,1,1
21,69,5,-71.747104,1,1
21,69,6,-74.841373,1,1
21,69,7,-81.519984,1,1
21,69,8,-88.824186,1,1
21,69,9,-89.634554,1,1
21,69,10,-89.080675,1,1
21,69,11,-88.165605,1,1
21,69,13,-80.026954,1,1
21,69,14,-68.914100,1,1
21,70,4,-71.390240,1,1
21,70,5,-72.974050,1,1
21,70,6,-75.829722,1,1
21,70,7,-81.896283,1,1
21,70,8,-89.749031,1,1
21,70,9,-88.543353,1,1
21,70,10,-72.720573,1,1
21,70,11,-88.393887,1,1
21,70,13,-66.548546,1,1
21,70,14,-59.574866,1,1
21,71,4,-70.695432,1,1
21,71,5,-71.560344,1,1
21,71,6,-74.467134,1,1
21,71,7,-82.621217,1,1
21,71,8,-89.397833,1,1
21,71,9,-88.925148,1,1
21,71,10,-89.073033,1,1
21,71,11,-88.135893,1,1
21,71,13,-64.228044,1,1
21,71,14,-55.485185,1,1
21,72,4,-71.657570,1,1
21,72,5,-73.376536,1,1
21,72,6,-75.750429,1,1
21,72,7,-80.103363,1,1
21,72,8,-89.115327,1,1
21,72,9,-88.264333,1,1
21,72,10,-89.111504,1,1
21,72,11,-88.814864,1,1
21,72,13,-72.591910,1,1
21,72,14,-61.278432,1,1
21,73,4,-71.162741,1,1
21,73,5,-72.810588,1,1
21,73,6,-74.839497,1,1
21,73,7,-80.621360,1,1
21,73,8,-88.587892,1,1
21,73,9,-90.391930,1,1
21,73,10,-88.561795,1,1
21,73,11,-88.900228,1,1
21,73,13,-85.358814,1,1
21,73,14,-55.409303,1,1
21,74,4,-73.413113,1,1
21,74,5,-70.903779,1,1
21,74,6,-72.949717,1,1
21,74,7,-82.638782,1,1
21,74,8,-88.872256,1,1
21,74,9,-89.578534,1,1
21,74,10,-88.721069,1,1
21,74,13,-83.906885,1,1
21,74,14,-74.114168,1,1
21,75,4,-72.362772,1,1
21,75,5,-73.098578,1,1
21,75,6,-75.999918,1,1
21,75,7,-78.548879,1,1
21,75,8,-90.394526,1,1
21,75,9,-89.054887,1,1
21,75,10,-88.517373,1,1
21,75,13,-71.221741,1,1
21,75,14,-51.581623,1,1
21,76,4,-72.525932,1,1
21,76,5,-71.377801,1,1
21,76,6,-73.913577,1,1
21,76,7,-83.221609,1,1
21,76,8,-90.079285,1,1
21,76,9,-90.004308,1,1
21,76,10,-88.183034,1,1
21,76,11,-88.569135,1,1
21,76,13,-66.469033,1,1
21,76,14,-64.715923,1,1
21,77,4,-76.686524,1,1
21,77,5,-70.997891,1,1
21,77,6,-74.473460,1,1
21,77,7,-81.648263,1,1
21,77,8,-89.201130,1,1
21,77,9,-87.824552,1,1
21,77,10,-88.611139,1,1
21,77,13,-80.710385,1,1
21,77,14,-61.139915,1,1
21,78,4,-71.931107,1,1
21,78,5,-69.348684,1,1
21,78,6,-75.100576,1,1
21,78,7,-83.127659,1,1
21,78,8,-78.790125,1,1
21,78,9,-76.740070,1,1
21,78,10,-88.825841,1,1
21,78,11,-71.357063,1,1
21,78,12,-73.271136,1,1
21,78,13,-67.501527,1,1
21,78,14,-60.725178,1,1
21,79,4,-72.921074,1,1
21,79,5,-70.434357,1,1
21,79,6,-76.261315,1,1
21,79,7,-83.214871,1,1
21,79,8,-90.201037,1,1
21,79,9,-89.861235,1,1
21,79,10,-78.000019,1,1
21,79,11,-88.766427,1,1
21,79,13,-68.497501,1,1
21,79,14,-65.499633,1,1
21,80,4,-71.269030,1,1
21,80,5,-71.051515,1,1
21,80,6,-76.029016,1,1
21,80,7,-87.505175,1,1
21,80,8,-90.411452,1,1
21,80,9,-89.696830,1,1
21,80,10,-89.655720,1,1
21,80,11,-88.118169,1,1
21,80,12,-86.493016,1,1
21,80,13,-66.255479,1,1
21,80,14,-61.496209,1,1
21,81,4,-73.492693,1,1
21,81,5,-71.281109,1,1
21,81,6,-76.912154,1,1
21,81,7,-83.165215,1,1
21,81,8,-89.937793,1,1
21,81,9,-90.615984,1,1
21,81,10,-83.938786,1,1
21,81,11,-88.874827,1,1
21,81,13,-69.673740,1,1
21,81,14,-56.312301,1,1
21,82,4,-73.253468,1,1
21,82,5,-72.369447,1,1
21,82,6,-77.164042,1,1
21,82,7,-82.065231,1,1
21,82,8,-89.562455,1,1
21,82,9,-89.626242,1,1
21,82,10,-89.838288,1,1
21,82,11,-87.408147,1,1
21,82,13,-66.255961,1,1
21,82,14,-62.303010,1,1
21,83,4,-73.457829,1,1
21,83,5,-73.248233,1,1
21,83,6,-78.831705,1,1
21,83,7,-84.068211,1,1
21,83,8,-86.057139,1,1
21,83,9,-90.695373,1,1
21,83,10,-89.476426,1,1
21,83,11,-88.437563,1,1
21,83,13,-77.604444,1,1
21,83,14,-55.282995,1,1
21,84,4,-69.589264,1,1
21,84,5,-71.582547,1,1
21,84,6,-74.360481,1,1
21,84,7,-83.389370,1,1
21,84,8,-89.246908,1,1
21,84,9,-89.752164,1,1
21,84,10,-88.606938,1,1
21,84,11,-88.839208,1,1
21,84,13,-67.934404,1,1
21,84,14,-55.959038,1,1
21,85,4,-75.081044,1,1
21,85,5,-72.325538,1,1
21,85,6,-74.873606,1,1
21,85,7,-85.774018,1,1
21,85,8,-91.055216,1,1
21,85,9,-86.004162,1,1
21,85,10,-88.959056,1,1
21,85,13,-74.003237,1,1
21,85,14,-67.375940,1,1
21,86,4,-73.289936,1,1
21,86,5,-72.835314,1,1
21,86,6,-76.671617,1,1
21,86,7,-82.083745,1,1
21,86,8,-91.225057,1,1
21,86,9,-89.206969,1,1
21,86,10,-88.319862,1,1
21,86,11,-88.838531,1,1
21,86,13,-77.622703,1,1
21,86,14,-60.985854,1,1
21,87,4,-72.187815,1,1
21,87,5,-71.499010,1,1
21,87,6,-78.025772,1,1
21,87,7,-84.177584,1,1
21,87,8,-90.734280,1,1
21,87,9,-89.547462,1,1
21,87,10,-81.560153,1,1
21,87,13,-78.097762,1,1
21,87,14,-56.370309,1,1
21,88,4,-74.424877,1,1
21,88,5,-72.359347,1,1
21,88,6,-78.282685,1,1
21,88,7,-85.320255,1,1
21,88,8,-91.816696,1,1
21,88,9,-89.541871,1,1
