Process_ID,Interval,Layer,Sv_mean,Good_samples,Samples_In_Domain
19,41,14,-76.426565,1,1
19,42,4,-64.502844,1,1
19,42,5,-62.439814,1,1
19,42,6,-69.705384,1,1
19,42,7,-80.164531,1,1
19,42,8,-79.501689,1,1
19,42,9,-97.523337,1,1
19,42,10,-76.390259,1,1
19,42,11,-103.315082,1,1
19,42,12,-104.141377,1,1
19,42,13,-100.321713,1,1
19,42,14,-99.692663,1,1
19,43,4,-62.451076,1,1
19,43,5,-62.519618,1,1
19,43,6,-68.015867,1,1
19,43,7,-89.920191,1,1
19,43,8,-80.058603,1,1
19,43,9,-95.482010,1,1
19,43,10,-95.871392,1,1
19,43,11,-107.226087,1,1
19,43,12,-105.710307,1,1
19,43,13,-96.732664,1,1
19,43,14,-70.997477,1,1
19,44,4,-64.450883,1,1
19,44,5,-64.394510,1,1
19,44,6,-68.414690,1,1
19,44,7,-83.930873,1,1
19,44,8,-85.180870,1,1
19,44,9,-97.554817,1,1
19,44,10,-63.742488,1,1
19,44,11,-83.431446,1,1
19,44,12,-80.912431,1,1
19,44,13,-101.002379,1,1
19,44,14,-70.326310,1,1
19,45,4,-63.150048,1,1
19,45,5,-63.559758,1,1
19,45,6,-68.219360,1,1
19,45,7,-83.520507,1,1
19,45,8,-83.382774,1,1
19,45,9,-82.453375,1,1
19,45,10,-106.127203,1,1
19,45,11,-104.572969,1,1
19,45,12,-102.943545,1,1
19,45,13,-97.669116,1,1
19,45,14,-58.643453,1,1
19,46,4,-62.112051,1,1
19,46,5,-62.772549,1,1
19,46,6,-67.740059,1,1
19,46,7,-79.275827,1,1
19,46,8,-80.693671,1,1
19,46,9,-98.315084,1,1
19,46,10,-100.784223,1,1
19,46,11,-105.893854,1,1
19,46,12,-105.808828,1,1
19,46,13,-96.579220,1,1
19,46,14,-78.656392,1,1
19,47,4,-62.731357,1,1
19,47,5,-64.594027,1,1
19,47,6,-67.981007,1,1
19,47,7,-87.098092,1,1
19,47,8,-80.800531,1,1
19,47,9,-93.894569,1,1
19,47,10,-105.911173,1,1
19,47,11,-96.204322,1,1
19,47,12,-106.094639,1,1
19,47,13,-101.395254,1,1
19,47,14,-55.213308,1,1
19,48,4,-63.124737,1,1
19,48,5,-63.040494,1,1
19,48,6,-71.708844,1,1
19,48,7,-77.061091,1,1
19,48,8,-83.873413,1,1
19,48,9,-95.126572,1,1
19,48,10,-105.575919,1,1
19,48,11,-69.271103,1,1
19,48,12,-103.937590,1,1
19,48,13,-99.419960,1,1
19,48,14,-99.454225,1,1
19,49,4,-61.423808,1,1
19,49,5,-65.637957,1,1
19,49,6,-69.727320,1,1
19,49,7,-79.760895,1,1
19,49,8,-82.995421,1,1
19,49,9,-95.851108,1,1
19,49,10,-101.676173,1,1
19,49,11,-105.866547,1,1
19,49,12,-105.213139,1,1
19,49,13,-98.906794,1,1
19,49,14,-61.731625,1,1
19,50,4,-63.634076,1,1
19,50,5,-63.893128,1,1
19,50,6,-68.067840,1,1
19,50,7,-80.302514,1,1
19,50,8,-82.256685,1,1
19,50,9,-60.327394,1,1
19,50,10,-87.632316,1,1
19,50,11,-104.067364,1,1
19,50,12,-103.475029,1,1
19,50,13,-98.475105,1,1
19,50,14,-69.056906,1,1
19,51,4,-64.295369,1,1
19,51,5,-65.046106,1,1
19,51,6,-67.456807,1,1
19,51,7,-82.023525,1,1
19,51,8,-80.010951,1,1
19,51,9,-86.474338,1,1
19,51,10,-106.828967,1,1
19,51,11,-105.590576,1,1
19,51,12,-105.402457,1,1
19,51,13,-101.380288,1,1
19,51,14,-98.093559,1,1
19,52,4,-62.345617,1,1
19,52,5,-65.667139,1,1
19,52,6,-67.752506,1,1
19,52,7,-83.008798,1,1
19,52,8,-80.949083,1,1
19,52,9,-64.255673,1,1
19,52,10,-99.315026,1,1
19,52,11,-107.844130,1,1
19,52,12,-106.419246,1,1
19,52,13,-100.202316,1,1
19,52,14,-100.746557,1,1
19,53,4,-61.118363,1,1
19,53,5,-65.362576,1,1
19,53,6,-68.088910,1,1
19,53,7,-83.135908,1,1
19,53,8,-78.407133,1,1
19,53,9,-84.502727,1,1
19,53,10,-108.962443,1,1
19,53,11,-108.111517,1,1
19,53,12,-105.967773,1,1
19,53,13,-102.201438,1,1
19,53,14,-61.007307,1,1
19,54,4,-62.467404,1,1
19,54,5,-63.423607,1,1
19,54,6,-68.896783,1,1
19,54,7,-76.663421,1,1
19,54,8,-84.519552,1,1
19,54,9,-86.904000,1,1
19,54,10,-84.787308,1,1
19,54,11,-101.799800,1,1
19,54,12,-108.147541,1,1
19,54,13,-102.785119,1,1
19,54,14,-57.083466,1,1
19,55,4,-63.634361,1,1
19,55,5,-65.095177,1,1
19,55,6,-70.098512,1,1
19,55,7,-74.142193,1,1
19,55,8,-84.186685,1,1
19,55,9,-56.550740,1,1
19,55,10,-100.885408,1,1
19,55,11,-100.573751,1,1
19,55,12,-106.227177,1,1
19,55,13,-99.179781,1,1
19,55,14,-76.754623,1,1
19,56,4,-61.186020,1,1
19,56,5,-65.489608,1,1
19,56,6,-69.651303,1,1
19,56,7,-77.733758,1,1
19,56,8,-84.204484,1,1
19,56,9,-87.577658,1,1
19,56,10,-57.341424,1,1
19,56,11,-105.574689,1,1
19,56,12,-106.950452,1,1
19,56,13,-99.678084,1,1
19,56,14,-84.229667,1,1
19,57,4,-62.939263,1,1
19,57,5,-65.031626,1,1
19,57,6,-68.942359,1,1
19,57,7,-80.222992,1,1
19,57,8,-84.023707,1,1
19,57,9,-88.495082,1,1
19,57,10,-88.619234,1,1
19,57,11,-108.089196,1,1
19,57,12,-108.281895,1,1
19,57,13,-105.670487,1,1
19,57,14,-61.486979,1,1
19,58,4,-62.316301,1,1
19,58,5,-66.325031,1,1
19,58,6,-70.775313,1,1
19,58,7,-74.272015,1,1
19,58,8,-85.453394,1,1
19,58,9,-89.309596,1,1
19,58,10,-109.111453,1,1
19,58,11,-108.102408,1,1
19,58,12,-106.276669,1,1
19,58,13,-104.461705,1,1
19,58,14,-55.040392,1,1
19,59,4,-63.380876,1,1
19,59,5,-67.554229,1,1
19,59,6,-69.706775,1,1
19,59,7,-78.683839,1,1
19,59,8,-87.639374,1,1
19,59,9,-87.177418,1,1
19,59,10,-67.729532,1,1
19,59,11,-83.546745,1,1
19,59,12,-108.981015,1,1
19,59,13,-104.893112,1,1
19,59,14,-61.421811,1,1
19,60,4,-63.815214,1,1
19,60,5,-66.627532,1,1
19,60,6,-72.990738,1,1
19,60,7,-79.766374,1,1
19,60,8,-86.121796,1,1
19,60,9,-71.356982,1,1
19,60,10,-98.372046,1,1
19,60,11,-101.760125,1,1
19,60,12,-108.479274,1,1
19,60,13,-106.124060,1,1
19,60,14,-76.235503,1,1
19,61,4,-68.214523,1,1
19,61,5,-67.101562,1,1
19,61,6,-68.657102,1,1
19,61,7,-75.292580,1,1
19,61,8,-83.772120,1,1
19,61,9,-86.935861,1,1
19,61,10,-106.742467,1,1
19,61,11,-91.689674,1,1
19,61,12,-106.932722,1,1
19,61,13,-106.155557,1,1
19,61,14,-54.694263,1,1
19,62,4,-67.642004,1,1
19,62,5,-67.220179,1,1
19,62,6,-72.085231,1,1
19,62,7,-79.339280,1,1
19,62,8,-81.101763,1,1
19,62,9,-88.253746,1,1
19,62,10,-105.285275,1,1
19,62,11,-89.194004,1,1
19,62,12,-98.104025,1,1
19,62,13,-96.859952,1,1
19,62,14,-67.215591,1,1
19,63,4,-64.735719,1,1
19,63,5,-67.489280,1,1
19,63,6,-69.985991,1,1
19,63,7,-76.416499,1,1
19,63,8,-81.732304,1,1
19,63,9,-75.261682,1,1
19,63,10,-97.044924,1,1
19,63,11,-110.102711,1,1
19,63,12,-108.138628,1,1
19,63,13,-90.674319,1,1
19,63,14,-77.443513,1,1
19,64,4,-66.903298,1,1
19,64,5,-66.122726,1,1
19,64,6,-73.792776,1,1
19,64,7,-78.178889,1,1
19,64,8,-81.978715,1,1
19,64,9,-87.060866,1,1
19,64,10,-83.922250,1,1
19,64,11,-103.965742,1,1
19,64,12,-108.590240,1,1
19,64,13,-80.384678,1,1
19,64,14,-63.448951,1,1
19,65,4,-63.706602,1,1
19,65,5,-69.678973,1,1
19,65,6,-69.946095,1,1
19,65,7,-76.656545,1,1
19,65,8,-79.514246,1,1
19,65,9,-86.498817,1,1
19,65,10,-107.912389,1,1
19,65,11,-73.100992,1,1
19,65,12,-105.954465,1,1
19,65,13,-83.322826,1,1
19,65,14,-79.035651,1,1
19,66,4,-65.658221,1,1
19,66,5,-67.276278,1,1
19,66,6,-72.196457,1,1
19,66,7,-76.180562,1,1
19,66,8,-80.566826,1,1
19,66,9,-89.896707,1,1
19,66,10,-105.256394,1,1
19,66,11,-103.648338,1,1
19,66,12,-109.245743,1,1
19,66,13,-87.511767,1,1
19,66,14,-72.956446,1,1
19,67,4,-63.395277,1,1
19,67,5,-66.106738,1,1
19,67,6,-68.381913,1,1
19,67,7,-77.864744,1,1
19,67,8,-80.389010,1,1
19,67,9,-93.074669,1,1
19,67,10,-103.557222,1,1
19,67,11,-109.315333,1,1
19,67,12,-109.541177,1,1
19,67,13,-94.247974,1,1
19,67,14,-65.422142,1,1
19,68,4,-64.310610,1,1
19,68,5,-66.393462,1,1
19,68,6,-71.186083,1,1
19,68,7,-76.037821,1,1
19,68,8,-79.142469,1,1
19,68,9,-94.569503,1,1
19,68,10,-103.531693,1,1
19,68,11,-109.445932,1,1
19,68,12,-105.446885,1,1
19,68,13,-93.662959,1,1
19,68,14,-61.128311,1,1
19,69,4,-64.326675,1,1
19,69,5,-66.807358,1,1
19,69,6,-69.265939,1,1
19,69,7,-77.654009,1,1
19,69,8,-78.433722,1,1
19,69,9,-91.317938,1,1
19,69,10,-109.645393,1,1
19,69,11,-105.507286,1,1
19,69,12,-106.394890,1,1
19,69,13,-103.091387,1,1
19,69,14,-84.890842,1,1
19,70,4,-66.264782,1,1
19,70,5,-65.486063,1,1
19,70,6,-69.494714,1,1
19,70,7,-77.201945,1,1
19,70,8,-81.432817,1,1
19,70,9,-89.854496,1,1
19,70,10,-76.174912,1,1
19,70,11,-105.446136,1,1
19,70,12,-107.173215,1,1
19,70,13,-87.018479,1,1
19,70,14,-52.037832,1,1
19,71,4,-66.625697,1,1
19,71,5,-64.924207,1,1
19,71,6,-67.193917,1,1
19,71,7,-75.756833,1,1
19,71,8,-78.654103,1,1
19,71,9,-90.955801,1,1
19,71,10,-107.763818,1,1
19,71,11,-100.510791,1,1
19,71,12,-108.428386,1,1
19,71,13,-83.326144,1,1
19,71,14,-51.723001,1,1
19,72,4,-64.778218,1,1
19,72,5,-65.538959,1,1
19,72,6,-68.643346,1,1
19,72,7,-73.320747,1,1
19,72,8,-80.490656,1,1
19,72,9,-92.096553,1,1
19,72,10,-107.500700,1,1
19,72,11,-107.597497,1,1
19,72,12,-102.740287,1,1
19,72,13,-88.303275,1,1
19,72,14,-60.884219,1,1
19,73,4,-63.196213,1,1
19,73,5,-64.373674,1,1
19,73,6,-67.579418,1,1
19,73,7,-74.454601,1,1
19,73,8,-81.270474,1,1
19,73,9,-88.952750,1,1
19,73,10,-110.363089,1,1
19,73,11,-102.619880,1,1
19,73,12,-108.025011,1,1
19,73,13,-101.437827,1,1
19,73,14,-55.668333,1,1
19,74,4,-66.808451,1,1
19,74,5,-64.109584,1,1
19,74,6,-68.395497,1,1
19,74,7,-77.900008,1,1
19,74,8,-79.940379,1,1
19,74,9,-86.119642,1,1
19,74,10,-109.380632,1,1
19,74,11,-109.665124,1,1
19,74,12,-109.293654,1,1
19,74,13,-101.054510,1,1
19,74,14,-91.838304,1,1
19,75,4,-63.715978,1,1
19,75,5,-63.585605,1,1
19,75,6,-70.906745,1,1
19,75,7,-72.103942,1,1
19,75,8,-78.792161,1,1
19,75,9,-86.367576,1,1
19,75,10,-107.865051,1,1
19,75,11,-109.715422,1,1
19,75,12,-107.519964,1,1
19,75,13,-91.773898,1,1
19,75,14,-50.316785,1,1
19,76,4,-67.953959,1,1
19,76,5,-63.188031,1,1
19,76,6,-69.601421,1,1
19,76,7,-76.426560,1,1
19,76,8,-78.900849,1,1
19,76,9,-87.220223,1,1
19,76,10,-107.527238,1,1
19,76,11,-106.633832,1,1
19,76,12,-101.350314,1,1
19,76,13,-86.858872,1,1
19,76,14,-68.219868,1,1
19,77,4,-68.223441,1,1
19,77,5,-64.762097,1,1
19,77,6,-68.455592,1,1
19,77,7,-75.574865,1,1
19,77,8,-83.820209,1,1
19,77,9,-89.777886,1,1
19,77,10,-94.915117,1,1
19,77,11,-111.315624,1,1
19,77,12,-106.885880,1,1
19,77,13,-102.112728,1,1
19,77,14,-75.723459,1,1
19,78,4,-68.553713,1,1
19,78,5,-63.845033,1,1
19,78,6,-70.199456,1,1
19,78,7,-73.450279,1,1
19,78,8,-81.651094,1,1
19,78,9,-82.115904,1,1
19,78,10,-106.893299,1,1
19,78,11,-59.292678,1,1
19,78,12,-78.968931,1,1
19,78,13,-90.325353,1,1
19,78,14,-60.606623,1,1
19,79,4,-67.476541,1,1
19,79,5,-63.011772,1,1
19,79,6,-70.877531,1,1
19,79,7,-77.773409,1,1
19,79,8,-88.323812,1,1
19,79,9,-88.783444,1,1
19,79,10,-80.623910,1,1
19,79,11,-104.805778,1,1
19,79,12,-104.586944,1,1
