Process_ID,Interval,Layer,Sv_mean,Good_samples,Samples_In_Domain
20,20,4,-67.709511,1,1
20,20,5,-69.039831,1,1
20,20,6,-78.644332,1,1
20,20,7,-90.241994,1,1
20,20,8,-90.715585,1,1
20,20,14,-66.730601,1,1
20,21,4,-68.231968,1,1
20,21,5,-69.082641,1,1
20,21,6,-78.146749,1,1
20,21,7,-86.892572,1,1
20,21,8,-89.405720,1,1
20,21,9,-62.793867,1,1
20,21,14,-75.324795,1,1
20,22,4,-66.322316,1,1
20,22,5,-70.064089,1,1
20,22,6,-82.983917,1,1
20,22,7,-86.438181,1,1
20,22,8,-87.236800,1,1
20,22,12,-82.019088,1,1
20,22,14,-69.361574,1,1
20,23,4,-67.980953,1,1
20,23,5,-67.949100,1,1
20,23,6,-79.789218,1,1
20,23,7,-90.791538,1,1
20,23,8,-87.824812,1,1
20,23,10,-67.166548,1,1
20,23,13,-87.208456,1,1
20,23,14,-73.126717,1,1
20,24,4,-68.428211,1,1
20,24,5,-65.342929,1,1
20,24,6,-80.310451,1,1
20,24,7,-84.716579,1,1
20,24,8,-90.744128,1,1
20,24,10,-77.675252,1,1
20,24,12,-86.852458,1,1
20,24,13,-84.547133,1,1
20,24,14,-71.466944,1,1
20,25,4,-66.615442,1,1
20,25,5,-67.258186,1,1
20,25,6,-79.147914,1,1
20,25,7,-83.958781,1,1
20,25,8,-90.665762,1,1
20,25,9,-92.969596,1,1
20,25,14,-68.402646,1,1
20,26,4,-66.583303,1,1
20,26,5,-66.928499,1,1
20,26,6,-77.859814,1,1
20,26,7,-91.043903,1,1
20,26,8,-93.378307,1,1
20,26,14,-64.610459,1,1
20,27,4,-67.295367,1,1
20,27,5,-69.343246,1,1
20,27,6,-78.333216,1,1
20,27,7,-86.584940,1,1
20,27,8,-91.839941,1,1
20,27,12,-78.937466,1,1
20,27,14,-60.567947,1,1
20,28,4,-67.547592,1,1
20,28,5,-65.516457,1,1
20,28,6,-80.348262,1,1
20,28,7,-85.665766,1,1
20,28,8,-83.364470,1,1
20,28,14,-70.842401,1,1
20,29,4,-67.097904,1,1
20,29,5,-66.566686,1,1
20,29,6,-73.455087,1,1
20,29,7,-86.143153,1,1
20,29,8,-89.698329,1,1
20,29,9,-90.397939,1,1
20,29,10,-82.646748,1,1
20,29,11,-77.875264,1,1
20,29,13,-87.121098,1,1
20,29,14,-69.883495,1,1
20,30,4,-66.352352,1,1
20,30,5,-65.043068,1,1
20,30,6,-70.685957,1,1
20,30,7,-79.124233,1,1
20,30,8,-71.935621,1,1
20,30,13,-87.621103,1,1
20,30,14,-76.269351,1,1
20,31,4,-65.839837,1,1
20,31,5,-63.785828,1,1
20,31,6,-73.185454,1,1
20,31,7,-79.986819,1,1
20,31,8,-88.964213,1,1
20,31,13,-85.610542,1,1
20,31,14,-59.186068,1,1
20,32,4,-65.344648,1,1
20,32,5,-63.639462,1,1
20,32,6,-72.027583,1,1
20,32,7,-82.301157,1,1
20,32,8,-86.805262,1,1
20,32,9,-92.500736,1,1
20,32,13,-87.373905,1,1
20,32,14,-84.646790,1,1
20,33,4,-65.963771,1,1
20,33,5,-65.212192,1,1
20,33,6,-71.550865,1,1
20,33,7,-82.385758,1,1
20,33,8,-90.632762,1,1
20,33,14,-83.231168,1,1
20,34,4,-68.131982,1,1
20,34,5,-63.966601,1,1
20,34,6,-73.353163,1,1
20,34,7,-82.834681,1,1
20,34,8,-91.607362,1,1
20,34,9,-92.548110,1,1
20,34,14,-56.215293,1,1
20,35,4,-67.144234,1,1
20,35,5,-66.892332,1,1
20,35,6,-74.627300,1,1
20,35,7,-86.579024,1,1
20,35,8,-93.431852,1,1
20,35,10,-88.564406,1,1
20,35,14,-65.155353,1,1
20,36,4,-68.890122,1,1
20,36,5,-68.079090,1,1
20,36,6,-76.698092,1,1
20,36,7,-90.483697,1,1
20,36,8,-91.270469,1,1
20,36,9,-93.009982,1,1
20,36,10,-57.100261,1,1
20,36,11,-80.432459,1,1
20,36,13,-85.691649,1,1
20,36,14,-72.762741,1,1
20,37,4,-67.917912,1,1
20,37,5,-68.464447,1,1
20,37,6,-73.892100,1,1
20,37,7,-88.421543,1,1
20,37,8,-90.234674,1,1
20,37,9,-89.708399,1,1
20,37,11,-63.569802,1,1
20,37,13,-87.221541,1,1
20,37,14,-82.695925,1,1
20,38,4,-70.437345,1,1
20,38,5,-68.494508,1,1
20,38,6,-73.679770,1,1
20,38,7,-88.508395,1,1
20,38,8,-88.391630,1,1
20,38,9,-90.741799,1,1
20,38,14,-79.091647,1,1
20,39,4,-73.473982,1,1
20,39,5,-67.415646,1,1
20,39,6,-74.770059,1,1
20,39,7,-87.745998,1,1
20,39,8,-88.480095,1,1
20,39,9,-90.019236,1,1
20,39,11,-75.628134,1,1
20,39,14,-84.116874,1,1
20,40,4,-70.111127,1,1
20,40,5,-69.249577,1,1
20,40,6,-74.561586,1,1
20,40,7,-86.335854,1,1
20,40,8,-88.300840,1,1
20,40,9,-91.227684,1,1
20,40,14,-76.968955,1,1
20,41,4,-69.804611,1,1
20,41,5,-69.238348,1,1
20,41,6,-74.921236,1,1
20,41,7,-84.294145,1,1
20,41,8,-89.187217,1,1
20,41,9,-92.506458,1,1
20,41,14,-72.494720,1,1
20,42,4,-70.191972,1,1
20,42,5,-67.180765,1,1
20,42,6,-74.866961,1,1
20,42,7,-83.449373,1,1
20,42,8,-88.709148,1,1
20,42,9,-91.235132,1,1
20,42,10,-63.407812,1,1
20,42,13,-85.573385,1,1
20,42,14,-84.171455,1,1
20,43,4,-67.400964,1,1
20,43,5,-68.031928,1,1
20,43,6,-71.626827,1,1
20,43,7,-90.333300,1,1
20,43,8,-88.999894,1,1
20,43,9,-90.789034,1,1
20,43,13,-80.452654,1,1
20,43,14,-75.882103,1,1
20,44,4,-70.322706,1,1
20,44,5,-68.774902,1,1
20,44,6,-71.488110,1,1
20,44,7,-87.240465,1,1
20,44,8,-92.406036,1,1
20,44,9,-92.166670,1,1
20,44,10,-68.552248,1,1
20,44,12,-71.736253,1,1
20,44,13,-86.474432,1,1
20,44,14,-72.598194,1,1
20,45,4,-70.860664,1,1
20,45,5,-68.751609,1,1
20,45,6,-74.627129,1,1
20,45,7,-86.301567,1,1
20,45,8,-92.798705,1,1
20,45,9,-91.713635,1,1
20,45,13,-84.576829,1,1
20,45,14,-64.470557,1,1
20,46,4,-67.003075,1,1
20,46,5,-67.722832,1,1
20,46,6,-68.230451,1,1
20,46,7,-85.666803,1,1
20,46,8,-93.181230,1,1
20,46,9,-91.017931,1,1
20,46,13,-82.687557,1,1
20,46,14,-82.110634,1,1
20,47,4,-68.457696,1,1
20,47,5,-69.053829,1,1
20,47,6,-72.708666,1,1
20,47,7,-81.326245,1,1
20,47,8,-92.851870,1,1
20,47,9,-92.506828,1,1
20,47,13,-85.896688,1,1
20,47,14,-60.133296,1,1
20,48,4,-68.949513,1,1
20,48,5,-69.953829,1,1
20,48,6,-74.344209,1,1
20,48,7,-85.265219,1,1
20,48,8,-91.182139,1,1
20,48,9,-92.054123,1,1
20,48,11,-71.116982,1,1
20,48,13,-85.202134,1,1
20,49,4,-69.598947,1,1
20,49,5,-67.764387,1,1
20,49,6,-74.174301,1,1
20,49,7,-84.460168,1,1
20,49,8,-92.301042,1,1
20,49,9,-92.008506,1,1
20,49,13,-84.587910,1,1
20,49,14,-60.074806,1,1
20,50,4,-68.403336,1,1
20,50,5,-69.194264,1,1
20,50,6,-74.651145,1,1
20,50,7,-85.145447,1,1
20,50,8,-93.375037,1,1
20,50,9,-74.447346,1,1
20,50,13,-84.416264,1,1
20,50,14,-67.563699,1,1
20,51,4,-70.027344,1,1
20,51,5,-70.653113,1,1
20,51,6,-71.439213,1,1
20,51,7,-87.553560,1,1
20,51,8,-90.905515,1,1
20,51,9,-92.725360,1,1
20,51,13,-85.743442,1,1
20,51,14,-81.843716,1,1
20,52,4,-71.442785,1,1
20,52,5,-70.558363,1,1
20,52,6,-71.140156,1,1
20,52,7,-83.720696,1,1
20,52,8,-92.050734,1,1
20,52,9,-57.652927,1,1
20,52,13,-87.731011,1,1
20,53,4,-67.697986,1,1
20,53,5,-71.011464,1,1
20,53,6,-72.398836,1,1
20,53,7,-86.474909,1,1
20,53,8,-89.592037,1,1
20,53,9,-90.403526,1,1
20,53,13,-85.780861,1,1
20,53,14,-61.371299,1,1
20,54,4,-69.107448,1,1
20,54,5,-70.465177,1,1
20,54,6,-73.595368,1,1
20,54,7,-81.929760,1,1
20,54,8,-90.051696,1,1
20,54,9,-90.566401,1,1
20,54,10,-83.870520,1,1
20,54,14,-58.819856,1,1
20,55,4,-70.608132,1,1
20,55,5,-72.228629,1,1
20,55,6,-75.009877,1,1
20,55,7,-81.829871,1,1
20,55,8,-92.975881,1,1
20,55,9,-57.122722,1,1
20,55,13,-86.233518,1,1
20,55,14,-74.419649,1,1
20,56,4,-68.435240,1,1
20,56,5,-70.240632,1,1
20,56,6,-74.203184,1,1
20,56,7,-83.465214,1,1
20,56,8,-90.483228,1,1
20,56,9,-89.713477,1,1
20,56,10,-70.211334,1,1
20,56,13,-87.173186,1,1
20,56,14,-70.176617,1,1
20,57,4,-67.851578,1,1
20,57,5,-71.498015,1,1
20,57,6,-72.347073,1,1
20,57,7,-82.158796,1,1
20,57,8,-92.541283,1,1
20,57,9,-91.162296,1,1
20,57,10,-76.430981,1,1
20,57,14,-61.242695,1,1
20,58,4,-67.929920,1,1
20,58,5,-70.288549,1,1
20,58,6,-74.818404,1,1
20,58,7,-80.302621,1,1
20,58,8,-93.559075,1,1
20,58,14,-58.092546,1,1
20,59,4,-64.921171,1,1
20,59,5,-73.605776,1,1
20,59,6,-75.356077,1,1
20,59,7,-83.220330,1,1
20,59,8,-90.546041,1,1
20,59,9,-92.733841,1,1
20,59,10,-70.193326,1,1
20,59,11,-88.071531,1,1
20,59,13,-85.036582,1,1
20,59,14,-57.743154,1,1
20,60,4,-69.444127,1,1
20,60,5,-70.941931,1,1
20,60,6,-75.788589,1,1
20,60,7,-82.830136,1,1
20,60,8,-87.282265,1,1
20,60,9,-68.463586,1,1
20,60,14,-70.338115,1,1
20,61,4,-68.819062,1,1
20,61,5,-69.533092,1,1
20,61,6,-74.313090,1,1
20,61,7,-79.535783,1,1
20,61,8,-86.640532,1,1
20,61,9,-90.917308,1,1
20,61,11,-86.376863,1,1
20,61,14,-52.940991,1,1
20,62,4,-69.227233,1,1
20,62,5,-71.074556,1,1
20,62,6,-74.584206,1,1
20,62,7,-82.014262,1,1
20,62,8,-88.981109,1,1
20,62,9,-86.925853,1,1
20,62,11,-78.597410,1,1
20,62,13,-80.838330,1,1
20,62,14,-63.818634,1,1
20,63,4,-72.131236,1,1
20,63,5,-71.564944,1,1
20,63,6,-73.657223,1,1
20,63,7,-81.307855,1,1
20,63,8,-82.611203,1,1
20,63,9,-70.047842,1,1
20,63,10,-85.013581,1,1
20,63,13,-73.312511,1,1
20,63,14,-65.745836,1,1
20,64,4,-70.871664,1,1
20,64,5,-72.180235,1,1
20,64,6,-75.985611,1,1
20,64,7,-82.411691,1,1
20,64,8,-89.604213,1,1
20,64,9,-90.891847,1,1
20,64,10,-70.992904,1,1
20,64,13,-64.425080,1,1
20,64,14,-65.394875,1,1
20,65,4,-66.385881,1,1
20,65,5,-73.154765,1,1
20,65,6,-72.466716,1,1
20,65,7,-81.300215,1,1
20,65,8,-87.304119,1,1
20,65,9,-91.573388,1,1
20,65,10,-91.444369,1,1
20,65,11,-65.087581,1,1
20,65,13,-71.548481,1,1
20,65,14,-67.933224,1,1
20,66,4,-69.565228,1,1
20,66,5,-70.736719,1,1
20,66,6,-74.803413,1,1
20,66,7,-80.075498,1,1
20,66,8,-86.294703,1,1
20,66,13,-68.130388,1,1
20,66,14,-63.609673,1,1
20,67,4,-70.349221,1,1
20,67,5,-71.965419,1,1
20,67,6,-71.650281,1,1
20,67,7,-80.868872,1,1
20,67,8,-90.942757,1,1
20,67,13,-76.179116,1,1
20,67,14,-65.314194,1,1
20,68,4,-67.175057,1,1
20,68,5,-71.753376,1,1
20,68,6,-76.130209,1,1
20,68,7,-81.756231,1,1
20,68,8,-89.440114,1,1
20,68,9,-91.985904,1,1
20,68,13,-74.625851,1,1
20,68,14,-56.397957,1,1
20,69,4,-71.121128,1,1
20,69,5,-70.607338,1,1
20,69,6,-73.924247,1,1
20,69,7,-83.105688,1,1
20,69,8,-89.159204,1,1
20,69,13,-81.059239,1,1
20,69,14,-70.070086,1,1
20,70,4,-69.028464,1,1
20,70,5,-70.123387,1,1
20,70,6,-73.762418,1,1
20,70,7,-82.536061,1,1
20,70,8,-88.916452,1,1
20,70,10,-71.371326,1,1
20,70,13,-74.549764,1,1
20,70,14,-52.516648,1,1
20,71,4,-71.119675,1,1
20,71,5,-69.810643,1,1
20,71,6,-73.123974,1,1
20,71,7,-77.753165,1,1
20,71,8,-86.867466,1,1
20,71,9,-93.191413,1,1
20,71,13,-69.152351,1,1
20,71,14,-51.456006,1,1
20,72,4,-69.681174,1,1
20,72,5,-71.479179,1,1
20,72,6,-74.345117,1,1
20,72,7,-78.534184,1,1
20,72,8,-88.551873,1,1
20,72,9,-91.616535,1,1
20,72,13,-76.819063,1,1
20,72,14,-61.534626,1,1
20,73,4,-67.683234,1,1
20,73,5,-68.966359,1,1
20,73,6,-71.790678,1,1
20,73,7,-79.272132,1,1
20,73,8,-87.719186,1,1
20,73,14,-56.473919,1,1
20,74,4,-69.219306,1,1
20,74,5,-70.171059,1,1
20,74,6,-72.803997,1,1
20,74,7,-81.970905,1,1
20,74,8,-86.898226,1,1
20,74,14,-76.063562,1,1
20,75,4,-70.106813,1,1
20,75,5,-72.166889,1,1
20,75,6,-75.614410,1,1
20,75,7,-80.365567,1,1
20,75,8,-86.585048,1,1
20,75,9,-91.330060,1,1
20,75,13,-77.031756,1,1
20,75,14,-50.875597,1,1
20,76,4,-73.575060,1,1
20,76,5,-69.942655,1,1
20,76,6,-73.293929,1,1
20,76,7,-81.096361,1,1
20,76,8,-89.462699,1,1
20,76,9,-90.761365,1,1
20,76,13,-68.430538,1,1
20,76,14,-62.962315,1,1
20,77,4,-73.745875,1,1
20,77,5,-70.333983,1,1
20,77,6,-72.744075,1,1
20,77,7,-79.690523,1,1
20,77,8,-91.699549,1,1
20,77,13,-82.246921,1,1
20,77,14,-63.829854,1,1
20,78,4,-72.512877,1,1
20,78,5,-68.059849,1,1
20,78,6,-73.216984,1,1
20,78,7,-82.898785,1,1
20,78,8,-78.977246,1,1
20,78,9,-77.757531,1,1
20,78,11,-62.254945,1,1
20,78,12,-74.055979,1,1
20,78,13,-67.592526,1,1
20,78,14,-59.866497,1,1
20,79,4,-71.297041,1,1
20,79,5,-68.731718,1,1
20,79,6,-75.247344,1,1
20,79,7,-80.020034,1,1
20,79,8,-94.186922,1,1
20,79,9,-92.732795,1,1
20,79,10,-80.046629,1,1
20,79,13,-70.783591,1,1
20,79,14,-64.020531,1,1
20,80,4,-73.220278,1,1
20,80,5,-68.891847,1,1
20,80,6,-75.889406,1,1
20,80,7,-88.203017,1,1
20,80,8,-88.259330,1,1
20,80,13,-68.487254,1,1
20,80,14,-62.905523,1,1
20,81,4,-75.728024,1,1
20,81,5,-69.769629,1,1
20,81,6,-75.353446,1,1
20,81,7,-84.235773,1,1
20,81,10,-82.035804,1,1
20,81,13,-74.792906,1,1
20,81,14,-54.468176,1,1
20,82,4,-71.861851,1,1
20,82,5,-72.295122,1,1
20,82,6,-75.139973,1,1
20,82,7,-81.080175,1,1
20,82,8,-94.026591,1,1
20,82,9,-91.887541,1,1
20,82,13,-63.092956,1,1
20,82,14,-61.054052,1,1
20,83,4,-71.701178,1,1
20,83,5,-71.973663,1,1
20,83,6,-73.395896,1,1
20,83,7,-83.276398,1,1
20,83,8,-93.280442,1,1
20,83,9,-92.311555,1,1
20,83,13,-82.274360,1,1
20,83,14,-53.593766,1,1
20,84,4,-71.931586,1,1
20,84,5,-71.347887,1,1
20,84,6,-74.067563,1,1
20,84,7,-86.837694,1,1
20,84,8,-91.734697,1,1
20,84,9,-93.153740,1,1
20,84,13,-66.332516,1,1
20,84,14,-53.370794,1,1
20,85,4,-74.357483,1,1
20,85,5,-69.445421,1,1
20,85,6,-75.934064,1,1
20,85,7,-84.177495,1,1
20,85,9,-88.901129,1,1
20,85,13,-77.838840,1,1
20,85,14,-65.560882,1,1
20,86,4,-71.421772,1,1
20,86,5,-70.220524,1,1
20,86,6,-75.860428,1,1
20,86,7,-84.337626,1,1
20,86,8,-94.697977,1,1
20,86,9,-92.009874,1,1
20,86,13,-79.142024,1,1
20,86,14,-60.728275,1,1
20,87,4,-71.978648,1,1
20,87,5,-69.629765,1,1
20,87,6,-75.508377,1,1
20,87,7,-85.155829,1,1
20,87,8,-94.109985,1,1
20,87,9,-93.070469,1,1
20,87,10,-74.212364,1,1
20,87,13,-82.550318,1,1
20,87,14,-53.524802,1,1
20,88,4,-72.547602,1,1
20,88,5,-69.562985,1,1
20,88,6,-76.092532,1,1
20,88,7,-82.420204,1,1
20,88,9,-90.607344,1,1
20,88,14,-54.089286,1,1
20,89,4,-73.470973,1,1
20,89,5,-71.712057,1,1
20,89,6,-76.939184,1,1
20,89,7,-82.817577,1,1
20,89,12,-65.646401,1,1
20,89,13,-86.718013,1,1
20,89,14,-61.729892,1,1
20,90,4,-73.053862,1,1
20,90,5,-71.757563,1,1
20,90,6,-76.335484,1,1
20,90,7,-84.342345,1,1
20,90,8,-91.990907,1,1
20,90,9,-92.935260,1,1
20,90,13,-79.144667,1,1
20,90,14,-67.165170,1,1
20,91,4,-73.282904,1,1
20,91,5,-74.022436,1,1
20,91,6,-75.524955,1,1
20,91,7,-87.005161,1,1
20,91,8,-93.598095,1,1
20,91,13,-72.420888,1,1
20,91,14,-62.620939,1,1
20,92,4,-71.544543,1,1
20,92,5,-70.528675,1,1
20,92,6,-79.371446,1,1
20,92,7,-83.602263,1,1
20,92,8,-92.790362,1,1
20,92,11,-64.118117,1,1
20,92,12,-80.185632,1,1
20,92,13,-80.540995,1,1
20,92,14,-69.602012,1,1
20,93,4,-71.418030,1,1
20,93,5,-69.266086,1,1
20,93,6,-79.291823,1,1
20,93,7,-81.386730,1,1
20,93,9,-89.673001,1,1
20,93,13,-86.185227,1,1
20,93,14,-74.968365,1,1
20,94,4,-72.954911,1,1
20,94,5,-69.623320,1,1
20,94,6,-78.653326,1,1
20,94,7,-86.300830,1,1
20,94,8,-94.012256,1,1
20,94,13,-81.075737,1,1
20,94,14,-60.826404,1,1
20,95,4,-71.823376,1,1
20,95,5,-72.061027,1,1
20,95,6,-77.926174,1,1
20,95,7,-81.100167,1,1
20,95,8,-94.584066,1,1
20,95,9,-93.130020,1,1
20,95,11,-85.409687,1,1
20,95,13,-87.617262,1,1
20,95,14,-70.283528,1,1
20,96,4,-72.668905,1,1
20,96,5,-70.800376,1,1
20,96,6,-81.106699,1,1
20,96,7,-83.299288,1,1
20,96,8,-93.158155,1,1
20,96,9,-93.198202,1,1
20,96,12,-59.206800,1,1
20,96,13,-86.427577,1,1
20,96,14,-69.948701,1,1
20,97,4,-70.990087,1,1
20,97,5,-69.244308,1,1
20,97,6,-78.741436,1,1
20,97,7,-88.009037,1,1
20,97,10,-76.374781,1,1
20,97,11,-78.494371,1,1
20,97,14,-62.358845,1,1
20,98,4,-76.621558,1,1
20,98,5,-74.416048,1,1
20,98,6,-78.925317,1,1
20,98,7,-85.025345,1,1
20,98,8,-93.799840,1,1
20,98,9,-92.300936,1,1
20,98,12,-77.307081,1,1
20,98,14,-83.827825,1,1
20,99,4,-73.096814,1,1
20,99,5,-73.311860,1,1
20,99,6,-85.272394,1,1
20,99,7,-85.914909,1,1
20,99,8,-94.823800,1,1
20,99,14,-84.619077,1,1
20,100,4,-72.997728,1,1
20,100,5,-73.030549,1,1
20,100,6,-81.799915,1,1
20,100,7,-83.538777,1,1
20,100,8,-90.704360,1,1
20,100,9,-93.042856,1,1
20,100,10,-60.917428,1,1
20,100,11,-86.007078,1,1
20,100,12,-79.410947,1,1
20,100,13,-79.646483,1,1
20,100,14,-58.190869,1,1
20,101,4,-75.870918,1,1
20,101,5,-73.533026,1,1
20,101,6,-81.309888,1,1
20,101,7,-81.397117,1,1
20,101,8,-91.188281,1,1
20,101,9,-80.491974,1,1
20,101,13,-78.786961,1,1
20,101,14,-68.858360,1,1
20,102,4,-71.809326,1,1
20,102,5,-69.610852,1,1
20,102,6,-80.883156,1,1
20,102,7,-79.454684,1,1
20,102,8,-92.216180,1,1
20,102,9,-89.042198,1,1
20,102,13,-74.051130,1,1
20,102,14,-75.141699,1,1
20,103,4,-72.333556,1,1
20,103,5,-70.489467,1,1
20,103,6,-79.007616,1,1
20,103,7,-86.231265,1,1
20,103,8,-90.214118,1,1
20,103,13,-80.510989,1,1
20,103,14,-71.599833,1,1
20,104,4,-73.206192,1,1
20,104,5,-68.249031,1,1
20,104,6,-77.951550,1,1
20,104,7,-83.450499,1,1
20,104,8,-90.080904,1,1
20,104,9,-91.262244,1,1
20,104,12,-58.904878,1,1
20,104,13,-86.387660,1,1
20,104,14,-80.769437,1,1
20,105,4,-72.708240,1,1
20,105,5,-70.663445,1,1
20,105,6,-80.091382,1,1
20,105,7,-83.782910,1,1
20,105,8,-88.692321,1,1
20,105,13,-85.079517,1,1
20,105,14,-78.533978,1,1
20,106,4,-73.521877,1,1
20,106,5,-72.522732,1,1
20,106,6,-82.509745,1,1
20,106,7,-85.416932,1,1
20,106,9,-93.238484,1,1
20,106,11,-60.501029,1,1
20,106,13,-84.028100,1,1
20,106,14,-78.556867,1,1
20,107,4,-74.052233,1,1
20,107,5,-70.475226,1,1
20,107,6,-80.778910,1,1
20,107,7,-89.091912,1,1
20,107,13,-79.670089,1,1
20,107,14,-77.376821,1,1
20,108,4,-70.870269,1,1
20,108,5,-72.851207,1,1
20,108,6,-82.030898,1,1
20,108,7,-83.705103,1,1
20,108,13,-73.904756,1,1
20,108,14,-56.249314,1,1
20,109,4,-73.160851,1,1
20,109,5,-71.258168,1,1
20,109,6,-78.514157,1,1
20,109,7,-81.568444,1,1
20,109,9,-90.792536,1,1
20,109,11,-76.290037,1,1
20,109,13,-76.730870,1,1
20,109,14,-70.890205,1,1
20,110,4,-72.772975,1,1
20,110,5,-72.690455,1,1
20,110,6,-75.934273,1,1
20,110,7,-82.375497,1,1
20,110,8,-90.679651,1,1
20,110,13,-86.298706,1,1
20,110,14,-58.007185,1,1
20,111,4,-74.461723,1,1
20,111,5,-71.951740,1,1
20,111,6,-77.439678,1,1
20,111,7,-86.511251,1,1
20,111,9,-93.020905,1,1
20,111,13,-81.560448,1,1
20,111,14,-61.842924,1,1
20,112,4,-74.604329,1,1
20,112,5,-70.318576,1,1
20,112,6,-76.089356,1,1
20,112,7,-72.186804,1,1
20,112,8,-93.644312,1,1
20,112,13,-82.073301,1,1
20,112,14,-60.864827,1,1
20,113,4,-75.637357,1,1
20,113,5,-74.084098,1,1
20,113,6,-78.005549,1,1
20,113,7,-77.296517,1,1
20,113,13,-66.141343,1,1
20,113,14,-57.929308,1,1
20,114,4,-73.387727,1,1
20,114,5,-70.759961,1,1
20,114,6,-78.787306,1,1
20,114,7,-74.583051,1,1
20,114,8,-90.409636,1,1
20,114,9,-90.293071,1,1
